goodreads_book_id;tag_id;Total
22188;32989;499
22188;33114;1071
22192;5207;174
22192;6750;196
22192;32989;199
22193;6750;134
22193;32989;150
22193;33114;371
22200;8755;776
22200;26771;913
22200;26837;1077
22205;26138;1298
22205;32989;1158
22205;33114;2182
22206;11743;1402
22206;14821;378
22206;22743;254
22207;6184;146
22207;8055;62
22207;11743;346
22232;11743;1091
22232;32989;1395
22232;33114;3124
22284;11743;1107
22284;14821;220
22284;22743;210
22285;5207;159
22285;11743;952
22285;22743;226
22288;11743;1169
22288;14821;1054
22288;27669;359
22290;11590;146
22290;11743;113
22290;15048;122
22304;6184;35
22304;11743;318
22304;27669;81
22323;8755;508
22323;26771;607
22323;26837;833
22326;8755;431
22326;26771;464
22326;26837;664
22327;4605;153
22327;7457;151
22327;23743;278
22374;7739;112
22374;8782;335
22374;13561;227
22435;21689;708
22435;23569;479
22435;26816;1736
22463;7457;1008
22463;21689;1817
22463;26816;2943
22469;7778;519
22469;13547;105
22469;13561;401
22543;21689;676
22543;21773;341
22543;26816;1460
22584;11743;447
22584;26771;696
22584;26837;999
22590;11743;867
22590;26771;1535
22590;26837;1968
22628;5207;3300
22628;11743;5424
22628;32989;4353
22632;7457;332
22632;21689;163
22632;23471;968
22649;6750;706
22649;6766;122
22649;11743;212
22680;4605;515
22680;14552;624
22680;21689;240
22686;6750;476
22686;6766;75
22686;11743;124
22695;5207;158
22695;6750;550
22695;11743;833
22896;11305;717
22896;11743;859
22896;18919;400
22904;7457;311
22904;11743;524
22904;27669;514
22911;7457;262
22911;11743;464
22911;22743;105
22917;7457;2827
22917;11305;1553
22917;11743;884
22995;7457;70
22995;23743;88
22995;30208;73
23031;240;84
23031;11743;444
23031;14487;64
23196;4949;32
23196;11743;241
23196;23471;30
23220;6750;1237
23220;11743;371
23220;20939;851
23221;26138;200
23221;32989;280
23221;33114;545
23225;22973;466
23225;26138;325
23225;33114;857
23232;23831;331
23232;32989;312
23232;33114;504
23289;7457;350
23289;11743;234
23289;27669;239
23316;15048;137
23316;21689;383
23316;31155;515
23419;21689;446
23419;21773;107
23419;23471;990
23422;21689;177
23422;21773;140
23422;31155;713
23522;11743;359
23522;14552;296
23522;21689;608
23529;7778;1215
23529;13547;513
23529;13561;1397
23577;15048;435
23577;21689;553
23577;23931;541
23686;11305;81
23686;13561;116
23686;19052;1348
23772;6857;2181
23772;6895;2010
23772;6953;3191
23814;1691;565
23814;7457;1061
23814;11743;649
23875;7457;90
23875;11743;180
23875;28261;94
23878;7457;554
23878;11743;1152
23878;18919;322
23884;7457;96
23884;11743;366
23884;14487;128
23885;11743;204
23885;17639;58
23885;27669;131
23887;236;64
23887;240;94
23887;17639;67
23919;7457;2032
23919;14821;1046
23919;23831;1645
23940;7457;206
23940;9959;141
23940;11743;619
23955;8055;322
23955;11743;1489
23955;22743;273
23965;8055;50
23965;11743;269
23965;22743;65
23966;8055;63
23966;8517;67
23966;11743;304
24093;11305;733
24093;32989;268
24093;33114;564
24094;11305;2753
24094;32989;609
24094;33114;1160
24096;2938;299
24096;14552;112
24096;21689;147
24100;7457;314
24100;11665;195
24100;11743;694
24113;21689;1288
24113;21773;453
24113;26816;1386
24128;7457;3881
24128;23743;2602
24128;27438;1480
24137;14467;312
24137;14487;1245
24137;33114;706
24178;6953;4218
24178;7457;5641
24178;11743;3568
24192;11743;1549
24192;16518;827
24192;30358;643
24213;7457;9065
24213;11305;4977
24213;11743;3241
24271;11305;498
24271;11743;223
24271;32989;191
24280;7457;12407
24280;11743;3888
24280;14487;2067
24335;6857;347
24335;6953;507
24335;7457;484
24337;11305;6357
24337;32989;1252
24337;33114;2742
24431;11305;2822
24431;32989;675
24431;33114;1268
24472;7009;258
24472;11743;526
24472;14487;909
24475;10891;168
24475;21689;359
24475;21773;143
24476;20673;275
24476;21689;243
24476;21773;84
24580;5207;58
24580;6953;47
24580;18367;54
24583;7404;2038
24583;7457;10669
24583;11743;4383
24724;236;80
24724;240;81
24724;11743;329
24731;4949;217
24731;8055;58
24731;11743;548
24765;10064;2132
24765;32989;1751
24765;33114;3233
24768;10059;1156
24768;10064;1562
24768;33114;1822
24781;11305;2204
24781;11743;334
24781;33114;465
24790;4605;93
24790;19733;199
24790;21689;225
24796;1691;125
24796;11743;405
24796;14487;418
24800;11305;621
24800;11743;2281
24800;14821;3165
24807;11743;110
24807;15048;430
24807;21689;100
24812;7778;762
24812;13561;201
24812;15048;332
24813;7778;738
24813;15048;347
24813;22743;118
24818;7778;591
24818;11743;107
24818;15048;337
24830;26771;1116
24830;26837;1671
24830;27669;1006
24861;7457;599
24861;11743;856
24861;23471;220
24937;11305;168
24937;11743;68
24937;21689;84
24938;11305;10
24938;20673;24
24938;20706;14
24965;7457;125
24965;21689;285
24965;25647;206
24983;26771;1060
24983;26837;1800
24983;30464;990
25014;14552;541
25014;21689;424
25014;26816;342
25019;4605;714
25019;14552;2116
25019;21773;1200
25078;10304;111
25078;21689;405
25078;28052;94
25099;7778;2457
25099;11305;1971
25099;13561;3211
25100;7778;2069
25100;11305;1733
25100;13561;2877
25103;7778;1579
25103;11305;1187
25103;13561;1993
25104;7778;1270
25104;11305;1098
25104;13561;1816
25105;7778;1451
25105;11305;1225
25105;13561;2050
25106;7778;1758
25106;13547;860
25106;13561;2225
25148;5207;37
25148;11743;206
25148;22743;31
25176;11743;81
25176;20926;103
25176;20939;534
25179;11743;443
25179;13547;1860
25179;13561;819
25200;11743;757
25200;14487;411
25200;16203;300
25307;14552;386
25307;21689;472
25307;25647;585
25346;14487;1302
25346;23831;582
25346;33114;600
25350;11743;281
25350;26771;267
25350;26837;346
25354;5207;115
25354;7457;146
25354;11743;972
25365;11743;500
25365;16205;269
25365;20939;312
25373;26138;852
25373;32989;1088
25373;33114;1918
25378;20673;441
25378;21689;138
25378;26256;156
25403;11743;188
25403;23471;105
25403;33114;82
25460;4949;388
25460;12175;239
25460;21689;394
25657;5207;40
25657;11743;254
25657;15048;121
25669;14552;1597
25669;21689;714
25669;21773;332
25698;10245;1223
25698;21689;561
25698;23471;473
25790;2938;132
25790;11305;111
25790;30909;54
25807;7457;419
25807;11743;585
25807;20939;352
25955;2938;49
25955;9318;46
25955;21689;193
26023;6750;290
26023;15048;238
26023;21689;253
26050;20939;200
26050;26138;882
26050;26207;255
26097;11743;287
26097;18367;58
26097;22743;47
26123;21689;260
26123;24526;144
26123;27095;84
26324;21689;195
26324;21773;68
26324;24526;352
26329;5951;243
26329;21773;219
26329;27095;329
26435;21689;462
26435;25647;374
26435;30241;427
26596;7457;97
26596;23816;30
26596;23831;1139
26599;7457;85
26599;20811;67
26599;23831;929
26661;17213;51
26661;21689;52
26661;24141;40
27000;5207;149
27000;15048;376
27000;27199;300
27003;11305;3538
27003;11743;2260
27003;20939;1596
27037;7404;123
27037;14552;201
27037;19733;158
27126;6750;473
27126;15048;383
27126;19742;219
27208;11743;515
27208;15798;116
27208;15808;129
27252;4949;465
27252;11743;501
27252;14487;1568
27266;31617;637
27266;31723;654
27266;32989;805
27298;11743;157
27298;14487;535
27298;15453;170
27323;14552;1384
27323;21689;1145
27323;21773;503
27333;10708;401
27333;21689;1118
27333;21773;503
27397;17721;138
27397;21689;376
27397;21773;166
27398;2938;226
27398;14552;126
27398;21689;256
27494;7457;1605
27494;11743;257
27494;22743;275
27523;5207;231
27523;7077;883
27523;7116;798
27526;7077;335
27526;7116;383
27526;11743;313
27528;7077;439
27528;7116;496
27528;11743;477
27822;240;67
27822;23831;75
27822;26138;92
28078;11743;772
28078;14467;313
28078;14487;1957
28116;4605;149
28116;19733;363
28116;19742;133
28195;5207;736
28195;27199;420
28195;32989;417
28212;14552;519
28212;21689;823
28212;21773;413
28239;1746;280
28239;21689;221
28239;31155;556
28250;11305;2971
28250;18886;292
28250;22743;213
28251;11305;2863
28251;18886;279
28251;22743;195
28351;6857;300
28351;6888;206
28351;23605;364
28381;7457;1393
28381;11743;972
28381;26374;724
28407;7457;669
28407;11743;410
28407;12553;266
28541;9882;529
28541;11305;2610
28541;26837;620
28547;9882;429
28547;11305;2173
28547;26837;577
28553;9882;382
28553;11305;269
28553;11743;252
28568;11743;173
28568;20939;272
28568;30358;184
28634;8768;112
28634;11743;514
28634;18367;105
28635;11743;309
28635;21989;62
28635;22034;61
28689;10731;153
28689;11305;393
28689;11743;177
28703;11743;382
28703;22034;63
28703;22743;69
28735;11305;532
28735;19798;121
28735;31708;139
28747;11743;435
28747;15048;50
28747;27669;561
28815;5951;476
28815;21689;423
28815;27095;164
28859;11743;314
28859;14487;92
28859;25647;104
28862;7457;3857
28862;14552;1235
28862;23471;3253
28866;22973;768
28866;22983;847
28866;26138;774
28881;11743;876
28881;14487;645
28881;15048;1912
28921;7457;826
28921;11743;3035
28921;14487;1287
28922;11743;534
28922;14487;194
28922;16203;250
28923;11743;589
28923;14487;196
28923;20939;126
28940;4949;101
28940;11743;606
28940;14487;141
29022;7457;385
29022;14552;945
29022;21689;302
29034;7457;389
29034;9886;161
29034;23743;595
29036;14552;826
29036;21773;293
29036;26816;336
29044;11590;908
29044;11743;3681
29044;20939;1368
29059;8055;350
29059;11743;2462
29059;22743;426
29127;11305;726
29127;22743;264
29127;33114;463
29209;19733;796
29209;21689;987
29209;21773;468
29254;21689;131
29254;23471;170
29254;28384;232
29291;6895;568
29291;6953;667
29291;23605;1014
29393;4605;37
29393;14552;64
29393;20673;54
29396;10731;300
29396;11305;4853
29396;11743;415
29484;2690;57
29484;11743;71
29484;27669;88
29486;19733;239
29486;21689;286
29486;21773;142
29501;21689;790
29501;23471;512
29501;25647;854
29547;5207;163
29547;6750;1075
29547;11743;325
29641;3389;194
29641;7457;699
29641;26138;213
29744;7457;57
29744;21152;60
29744;27669;284
29797;7077;784
29797;7457;1693
29797;11743;1028
29802;7778;1050
29802;13547;685
29802;13561;1793
29925;11743;308
29925;14487;670
29925;14552;286
29946;11743;631
29946;23471;259
29946;28384;187
29981;7457;299
29981;11743;227
29981;14821;329
29999;7457;1083
29999;11743;1302
29999;20939;1925
30016;11743;408
30016;26771;1076
30016;26837;398
30043;7457;122
30043;11743;421
30043;27669;185
30065;8782;751
30065;13561;1152
30065;14821;560
30068;11743;302
30068;20939;375
30068;30358;376
30071;7778;602
30071;13561;918
30071;14821;454
30118;6857;1009
30118;6953;1555
30118;23831;4793
30119;6857;1933
30119;6953;3109
30119;23831;9108
30120;6828;318
30120;6888;372
30120;6960;251
30125;6857;101
30125;6953;145
30125;23831;133
30225;22973;611
30225;31617;653
30225;31745;660
30228;22973;605
30228;31617;683
30228;31745;608
30245;22973;658
30245;31617;799
30245;31745;770
30248;22973;720
30248;31617;886
30248;31745;817
30260;11305;807
30260;22973;660
30260;31617;832
30264;11305;1807
30264;22973;1357
30264;31617;2610
30271;22973;656
30271;31617;758
30271;31745;722
30274;22973;990
30274;31617;1257
30274;31745;1122
30281;11305;1551
30281;31617;1909
30281;31745;1807
30289;7457;2336
30289;21689;1187
30289;23471;5093
30292;7457;155
30292;21689;108
30292;23471;801
30324;11305;944
30324;32989;564
30324;33114;1110
30334;11305;899
30334;32989;240
30334;33114;462
30347;20939;131
30347;26138;153
30347;26556;284
30474;21689;1940
30474;23471;2150
30474;23931;1676
30512;11743;430
30512;15798;121
30512;15808;132
30593;7457;241
30593;11743;523
30593;26374;159
30597;7404;809
30597;7457;4981
30597;11743;1457
30633;7077;94
30633;21689;82
30633;25709;64
30658;7457;80
30658;21773;49
30658;23471;65
30659;7457;1112
30659;14552;380
30659;22743;232
30672;14487;175
30672;23931;138
30672;26371;114
30868;4949;258
30868;8067;185
30868;11743;2162
30933;7457;2079
30933;11743;1722
30933;14487;339
31087;11743;60
31087;14487;363
31099;6750;491
31099;6766;77
31099;11743;140
31101;6750;867
31101;11743;217
31101;26138;184
31122;7457;1680
31122;11743;1729
31122;33114;997
31168;7404;171
31168;7457;1296
31168;11743;346
31173;7457;3408
31173;11743;944
31173;26138;322
31175;7404;146
31175;7457;151
31175;11743;264
31178;2666;55
31178;4949;67
31178;11743;441
31181;11743;588
31181;24609;223
31181;24624;137
31196;7457;640
31196;11743;825
31196;18367;163
31242;7404;553
31242;7457;3543
31242;11743;1369
31244;7404;208
31244;7457;1372
31244;11743;521
31250;7404;271
31250;7457;1646
31250;11743;491
31259;9221;174
31259;11743;724
31259;30358;572
31266;11743;151
31266;26028;82
31266;30358;90
31268;11743;158
31268;26028;80
31268;30358;180
31271;11743;97
31271;26028;69
31271;30358;111
31312;21689;194
31312;24526;196
31312;27095;218
31314;6895;199
31314;6953;213
31314;23605;217
31332;11305;761
31332;14821;926
31332;31745;919
31333;2660;280
31333;11743;305
31333;14821;245
31336;11305;1075
31336;11743;913
31336;31745;1111
31338;11305;911
31338;14821;1158
31338;31745;942
31343;5207;168
31343;9221;141
31343;14821;235
31360;11743;838
31360;26771;2022
31360;26837;2248
31426;7457;183
31426;22743;85
31426;23831;419
31456;6838;111
31456;17129;128
31456;32989;86
31463;7404;611
31463;7563;768
31463;11743;1348
31491;240;96
31491;7404;84
31491;18367;72
31548;7404;256
31548;7457;1406
31548;11743;1062
31555;21358;215
31555;24526;444
31555;26816;220
31623;11743;295
31623;20939;552
31623;23086;463
31741;11743;141
31741;18919;48
31741;27669;102
31795;14552;244
31795;21689;270
31795;23471;326
31818;2938;271
31818;21689;133
31818;23471;89
31862;7457;146
31862;21689;222
31862;23471;1321
31975;7778;605
31975;13561;388
31975;19357;146
32067;7404;515
32067;7457;3180
32067;26138;585
32071;7457;1432
32071;11743;880
32071;22743;228
32085;2580;669
32085;19733;503
32085;21689;1063
32127;21689;292
32127;21773;146
32127;23005;273
32145;21689;5264
32145;21773;2353
32145;26816;2281
32234;5207;550
32234;8055;413
32234;11743;2571
32255;20939;508
32255;29573;314
32255;30358;303
32257;8517;338
32257;20939;565
32257;29573;308
32258;8517;322
32258;20939;559
32258;30358;317
32261;7404;1107
32261;7457;6976
32261;11743;2281
32263;8517;627
32263;20939;1095
32263;30358;605
32370;19733;855
32370;19742;492
32370;21689;625
32416;5207;182
32416;8517;159
32416;14821;602
32418;11743;1045
32418;14821;1213
32418;30358;750
32421;9124;460
32421;14821;445
32421;30358;402
32422;9124;374
32422;11743;199
32422;14821;574
32424;9124;433
32424;11743;370
32424;14821;662
32426;9221;68
32426;14821;215
32430;9124;380
32430;11743;225
32430;14821;614
32432;9124;411
32432;11743;260
32432;14821;476
32434;9124;355
32434;11743;201
32434;30358;146
32435;9124;415
32435;11743;302
32435;14821;1182
32437;9124;174
32437;11743;186
32437;14821;345
32439;9124;294
32439;14821;315
32439;30358;268
32441;9124;498
32441;11743;311
32441;14821;382
32442;9124;334
32442;11743;202
32442;14821;478
32445;9124;274
32445;11743;124
32445;14821;319
32446;9221;94
32446;14821;152
32446;17413;97
32501;11743;327
32501;19892;381
32501;20939;589
32502;11743;303
32502;19892;359
32502;20939;542
32504;8517;248
32504;19892;274
32504;20939;462
32505;11743;299
32505;19892;375
32505;20939;521
32506;8517;394
32506;11743;352
32506;20939;704
32508;8517;609
32508;11743;607
32508;20939;1252
32525;2938;364
32525;3027;100
32525;21689;101
32552;7457;487
32552;11743;167
32552;23831;315
32559;7404;147
32559;11743;319
32559;27669;233
32585;240;124
32585;7404;89
32585;7457;79
32628;11305;451
32628;11743;231
32628;14821;837
32638;11305;72
32638;32989;79
32638;33114;251
32650;509;111
32650;7404;184
32650;7457;204
32692;11743;790
32692;22743;296
32692;30358;274
32769;11305;147
32769;11743;200
32769;14821;852
32827;7457;468
32827;11743;235
32827;26771;244
32829;7457;3357
32829;11743;1372
32829;26837;2002
32929;6857;1336
32929;6895;1685
32929;6953;1950
32987;14552;493
32987;21689;360
32987;21773;152
33144;5207;66
33144;8055;48
33144;11743;216
33293;10245;588
33293;21689;333
33293;21773;131
33313;12175;1571
33313;19733;1069
33313;21689;2608
33333;7077;210
33333;7203;104
33333;21689;193
33335;21689;108
33335;26816;69
33335;28384;48
33356;11743;399
33356;26771;256
33356;26837;313
33426;21689;369
33426;23569;263
33426;26816;881
33441;11305;254
33441;11743;615
33441;15048;529
33443;8429;308
33443;11743;225
33443;20939;1193
33449;5991;17
33449;10700;24
33449;23353;21
33456;7725;304
33456;11305;1044
33456;15048;1281
33458;11305;303
33458;11743;462
33458;15048;489
33459;11305;249
33459;11743;412
33459;15048;402
33507;7457;4603
33507;11743;1807
33507;26837;2203
33512;4949;847
33512;11743;637
33512;14487;1459
33514;21773;844
33514;22743;343
33514;32865;277
33547;11743;276
33547;14821;1588
33547;22973;98
33569;11743;318
33569;32989;200
33569;33114;526
33609;11743;294
33609;14467;277
33609;14487;1519
33668;11743;335
33668;16095;1076
33668;20939;785
33676;11305;723
33676;26771;545
33676;33114;1003
33722;6750;3297
33722;11743;932
33722;26138;1066
33724;6750;4018
33724;11743;1069
33724;26138;1783
33727;6750;414
33727;8076;393
33727;26138;992
33770;6750;203
33770;6766;36
33770;11743;73
33808;11743;284
33808;20939;136
33808;30358;214
33810;11743;379
33810;21317;160
33810;29076;106
33896;11743;284
33896;14467;54
33896;14487;278
33906;25438;142
33906;32989;375
33906;33114;608
33917;5207;295
33917;15453;703
33917;22743;271
33926;6750;633
33926;11743;218
33926;27669;193
34053;6953;403
34053;7457;790
34053;11743;450
34072;7778;727
34072;13547;371
34072;13561;954
34080;11743;148
34080;18367;100
34080;23831;2104
34262;11305;798
34262;11743;414
34262;33114;565
34268;7457;6034
34268;11305;3591
34268;11743;1541
34310;6750;92
34310;11743;355
34310;18867;97
34312;6750;78
34312;11743;281
34312;18867;95
34451;14134;138
34451;21689;264
34451;21773;109
34452;21689;326
34452;28341;137
34452;28384;174
34484;9565;1369
34484;11305;1803
34484;11743;894
34492;9565;937
34492;11305;2925
34492;33114;565
34494;9565;1104
34494;11305;2265
34494;33114;849
34503;9565;825
34503;11305;1916
34503;29568;348
34504;9565;1481
34504;11305;2860
34504;15048;882
34506;9565;1603
34506;11305;6319
34506;15048;1105
34507;9565;1648
34507;11305;2797
34507;11743;1116
34510;9565;1240
34510;11305;1854
34510;15048;608
34517;9565;1392
34517;11305;4367
34517;11743;739
34541;9565;1138
34541;11305;3147
34541;11743;552
34548;4605;340
34548;15048;134
34548;21689;407
34605;7540;97
34605;11743;165
34605;14821;854
34871;11305;65
34871;13561;34
34871;14821;149
34898;6953;260
34898;11305;389
34898;17124;193
34919;11305;499
34919;27461;180
34919;29559;225
35100;7343;385
35100;14552;463
35100;21689;144
35210;21689;176
35210;24526;107
35210;27095;233
35220;7457;2672
35220;11743;1469
35220;14487;881
35231;11305;6406
35231;11743;651
35231;32401;729
35332;7077;145
35332;7116;275
35332;16871;180
35354;11743;166
35354;19384;278
35354;20939;474
35476;14552;258
35476;21166;178
35476;21689;265
35488;4605;289
35488;21689;246
35488;21773;77
35519;7457;111
35519;14552;237
35519;22743;115
35539;4605;194
35539;20673;240
35539;21689;146
35743;7457;391
35743;11743;767
35743;13098;273
35816;11743;365
35816;26771;775
35816;26837;1038
35921;26771;1025
35921;26837;1346
35921;28247;316
35982;15048;833
35982;19733;538
35982;21689;836
36058;8517;242
36058;11743;220
36058;20939;158
36071;5951;179
36071;21689;153
36071;27095;263
36072;5951;1837
36072;21689;2207
36072;27095;2112
36076;5951;279
36076;21689;108
36076;27095;65
36086;14552;1451
36086;21773;675
36086;26816;750
36315;11743;283
36315;14821;1086
36315;27669;236
36529;7457;950
36529;14552;1084
36529;21689;1105
36638;6953;261
36638;11305;225
36638;11743;199
37034;11743;557
37034;13446;384
37034;14821;1578
37095;11743;644
37095;14487;142
37095;26138;216
37190;6953;923
37190;11305;1900
37190;11743;854
37301;11743;280
37301;20939;624
37301;30358;260
37304;11743;135
37304;16550;209
37304;20939;312
37377;6857;93
37377;6895;139
37377;6953;153
37380;4949;255
37380;7404;251
37380;22743;232
37398;1753;109
37398;11743;536
37398;14487;110
37415;7457;3838
37415;11743;3380
37415;14487;687
37426;4949;99
37426;8067;86
37426;11743;697
37451;5207;196
37451;6750;223
37451;32989;235
37470;11743;2081
37470;14467;1493
37470;14487;7515
37526;7457;1437
37526;23743;1235
37526;27438;891
37586;26771;249
37586;27199;299
37586;32989;360
37677;7404;143
37677;7457;704
37677;11743;393
37732;11743;1131
37732;32989;785
37732;33114;1889
37737;6857;125
37737;6953;214
37737;11743;144
37738;6857;224
37738;6953;362
37738;11743;227
37781;1746;1294
37781;7457;2941
37781;11743;3951
37793;9886;912
37793;11743;703
37793;23743;2694
37847;4605;97
37847;20673;93
37847;21689;344
37875;5951;57
37875;10700;121
37875;21689;96
38030;6750;242
38030;11743;169
38030;20939;188
38169;11743;680
38169;24051;426
38169;26837;602
38180;11743;718
38180;24051;313
38180;26837;417
38210;21689;217
38210;24526;250
38210;28384;164
38262;7404;281
38262;7457;1625
38262;11743;714
38296;7457;2311
38296;11743;1039
38296;14487;700
38315;5951;369
38315;10245;454
38315;21689;562
38333;8782;305
38333;11743;262
38333;13561;1701
38412;19452;387
38412;21689;616
38412;26816;666
38447;7457;5711
38447;10059;4726
38447;11743;9562
38462;7457;586
38462;11743;959
38462;18001;431
38500;5905;103
38500;11743;657
38500;22743;116
38501;7457;231
38501;11743;850
38501;22743;157
38502;11743;202
38502;26256;107
38502;27669;88
38503;11743;224
38503;23831;71
38503;27669;192
38703;11743;173
38703;25438;103
38703;33114;322
38709;11743;3049
38709;32989;1515
38709;33114;4277
38723;11665;810
38723;21689;593
38723;21773;260
38739;2580;273
38739;4605;177
38739;21689;325
38743;2580;397
38743;19733;269
38743;21689;524
38787;7457;149
38787;11743;338
38787;18919;167
38855;2305;96
38855;7343;250
38855;32130;72
38990;7778;1600
38990;13547;2079
38990;13561;3839
39020;14552;2801
39020;21689;1362
39020;21773;659
39030;11743;344
39030;20939;398
39030;30358;486
39031;11743;360
39031;14821;244
39031;30358;519
39032;11743;145
39032;20939;83
39032;30358;216
39542;8150;582
39542;8209;226
39542;12175;152
39662;11743;1640
39662;14821;1878
39662;28663;1681
39664;11743;230
39664;26256;90
39664;28663;159
39799;8517;197
39799;11743;151
39799;20939;257
39801;8517;228
39801;11743;210
39801;20939;353
39916;7778;361
39916;13547;226
39916;13561;621
39926;11673;166
39926;21773;347
39926;28052;136
39933;5105;174
39933;5207;153
39933;22743;139
39963;11743;199
39963;14487;477
39963;33114;281
39980;14487;408
39980;21457;268
39980;33114;285
39999;11743;1779
39999;14487;3844
39999;33114;1804
40067;14552;641
40067;21689;633
40067;21773;298
40102;21689;6003
40102;21773;2325
40102;24526;2475
40136;12175;273
40136;21689;263
40136;21773;115
40168;2938;216
40168;8491;71
40168;21689;77
40173;15048;956
40173;19733;469
40173;21689;854
40189;19733;380
40189;21689;698
40189;31155;936
40200;11743;818
40200;14467;326
40200;14487;1318
40217;11305;1391
40217;11743;164
40217;26138;187
40293;11743;220
40293;26771;322
40293;26837;401
40317;11743;489
40317;16184;876
40317;20939;1611
40331;11743;581
40331;15048;471
40331;20939;1813
40395;11305;800
40395;26771;1023
40395;26837;1487
40425;1691;453
40425;7457;959
40425;11743;590
40440;4949;1798
40440;11743;3617
40440;20939;2613
40465;11743;365
40465;15048;174
40465;26636;61
40483;4055;175
40483;10825;530
40483;11743;370
40496;7457;388
40496;11743;324
40496;14487;183
40526;11743;477
40526;26837;406
40526;30464;672
40580;15048;132
40580;21689;734
40580;21773;138
40745;21689;889
40745;24526;703
40745;27095;402
40923;4605;842
40923;14552;742
40923;21689;340
40929;4605;1134
40929;14552;1025
40929;21689;511
41069;11743;198
41069;26771;369
41069;26837;634
41193;11743;1068
41193;24609;258
41193;24624;166
41219;11743;1740
41219;14487;891
41219;26138;523
41424;11152;894
41424;11305;887
41424;26138;879
41490;11743;127
41490;19384;113
41490;20939;443
41667;6953;350
41667;11743;640
41667;33114;614
41681;7404;508
41681;11743;1826
41681;22743;351
41684;6953;266
41684;7404;297
41684;7457;1528
41689;11743;277
41689;14487;215
41689;30358;196
41701;9527;126
41701;11743;259
41701;30358;179
41710;1691;262
41710;7541;281
41710;11743;268
41716;1691;366
41716;7541;314
41716;11743;358
41810;11743;381
41810;26771;298
41810;26837;470
41811;11743;609
41811;26771;1629
41811;26837;2312
41865;11305;14288
41865;31745;7438
41865;33114;16446
41899;5207;1475
41899;14017;1618
41899;33114;1430
41913;10059;513
41913;11743;834
41913;26837;717
41918;21689;399
41918;21773;189
41918;28052;89
41951;6750;114
41951;11743;396
41951;18867;111
41962;6750;84
41962;11743;288
41962;18867;95
41967;6750;118
41967;11743;403
41967;18867;125
41977;15798;144
41977;18867;126
41977;26138;196
42038;7457;1334
42038;23831;2685
42038;27438;544
42058;7457;1514
42058;23743;1366
42058;27438;939
42149;5207;215
42149;6750;1438
42149;26138;279
42155;6750;2066
42155;11743;707
42155;26138;679
42172;7224;340
42172;11743;143
42172;14694;65
42369;6857;234
42369;6895;253
42369;6953;329
42389;14552;1870
42389;21689;1020
42389;32130;478
42407;6857;84
42407;6953;127
42435;14552;341
42435;21689;268
42435;21773;101
42512;14552;445
42512;20047;224
42512;21689;233
42547;4594;69
42547;4605;277
42547;14552;158
42603;14552;299
42603;21689;886
42603;21773;386
42607;7457;2234
42607;23743;1786
42607;27438;1132
42631;7077;174
42631;7145;39
42631;21689;88
42661;14552;630
42661;20054;90
42661;21689;213
42692;11743;257
42692;14487;367
42692;14730;63
42696;11743;327
42696;14487;495
42696;15798;135
42697;7457;149
42697;11743;678
42697;14487;922
42898;22973;1845
42898;22983;1867
42898;31745;1849
42909;2580;304
42909;4605;188
42909;21689;384
42933;11743;550
42933;14467;141
42933;14487;780
42986;11743;348
42986;14487;569
42986;32917;83
43015;19733;1077
43015;21689;1814
43015;21773;776
43035;1691;543
43035;7457;2945
43035;11743;1554
43049;1691;216
43049;7457;489
43049;11743;471
43070;7778;988
43070;13561;296
43070;15048;663
43081;4605;48
43081;21689;161
43081;31155;47
43255;4605;163
43255;19733;124
43255;21773;98
43324;11743;220
43324;27745;261
43324;30358;163
43325;11743;232
43325;20939;108
43325;30358;139
43326;11743;52
43326;27745;43
43328;11743;303
43328;27745;296
43328;30358;181
43330;11743;384
43330;20939;119
43330;30358;167
43339;11743;242
43339;19384;313
43339;20939;623
43352;11743;136
43352;19384;261
43352;20939;446
43357;11743;126
43357;19384;274
43357;20939;389
43369;3308;661
43369;21689;2106
43369;25647;965
43545;3140;440
43545;7457;1971
43545;14487;565
43641;11743;1937
43641;14487;1445
43641;26138;742
43781;2660;547
43781;11743;442
43781;31745;669
43782;11305;507
43782;11743;448
43782;14821;727
43798;2660;214
43798;11743;281
43798;14487;167
43805;11305;351
43805;11743;353
43805;14821;442
43808;11305;109
43808;13561;78
43808;14821;166
43841;11743;167
43841;14467;147
43841;14487;1061
43877;11743;144
43877;15626;113
43877;27095;147
43886;11305;1561
43886;29151;171
43886;29560;150
43887;11305;2383
43887;11743;204
43887;29151;273
43889;11305;8032
43889;11743;763
43889;22743;547
43892;11305;3919
43892;11743;363
43892;29151;310
43893;11305;405
43893;29151;275
43893;29560;216
43926;13974;297
43926;20939;336
43926;30358;183
43927;11743;184
43927;13974;297
43927;20939;321
43928;11743;238
43928;13974;319
43928;20939;574
43930;13974;314
43930;20939;462
43930;30358;230
43933;11743;486
43933;20939;878
43933;30358;549
43944;12452;377
43944;14487;965
43944;32917;242
43945;240;143
43945;7457;239
43945;11743;1088
44001;11743;384
44001;14487;324
44001;26256;103
44133;9886;494
44133;11743;201
44133;23743;1058
44170;11305;2280
44170;32989;537
44170;33114;1086
44255;19733;101
44255;21689;185
44255;31155;318
44361;7077;215
44361;21689;190
44361;30241;139
44543;11743;311
44543;14467;167
44543;14487;679
44559;8768;54
44559;11743;253
44559;18367;56
44597;5207;213
44597;7457;1060
44597;11743;1476
44644;5951;150
44644;17780;195
