books_id;book_id;avg_rating
31463;31343;3,92
31491;31360;3,67
31548;31426;4,11
31555;31456;4,25
31623;31463;3,74
31741;31491;3,89
31795;31548;4,09
31818;31555;3,77
31862;31623;3,67
31975;31741;4,19
32067;31795;3,49
32071;31818;3,61
32085;31862;4,31
32127;31975;4,42
32145;32067;4,05
32234;32071;3,93
32255;32085;4,13
32257;32127;4,12
32258;32145;4,16
32261;32234;3,77
32263;32255;4,10
32370;32257;4,01
32416;32258;3,44
32418;32261;3,72
32421;32263;3,85
32422;32370;3,82
32424;32416;4,06
32426;32418;3,73
32430;32421;3,86
32432;32422;3,99
32434;32424;3,72
32435;32426;3,93
32437;32430;3,69
32439;32432;4,04
32441;32434;3,81
32442;32435;3,75
32445;32437;3,83
32446;32439;3,94
32501;32441;0,00
32502;32442;0,00
32504;32445;0,00
32505;32446;0,00
32506;32501;0,00
32508;32502;0,00
32525;32504;3,84
32552;32505;4,35
32559;32506;4,14
32585;32508;4,09
32628;32525;4,05
32638;32552;4,18
32650;32559;3,84
32692;32585;3,47
32769;32628;4,25
32827;32638;3,78
32829;32650;3,84
32929;32692;4,27
32987;32769;3,99
33144;32827;3,47
33293;32829;4,00
33313;32831;4,00
33333;32929;3,92
33335;32987;4,27
33356;33144;3,65
33426;33293;4,11
33441;33313;3,73
33443;33333;3,72
33449;33335;4,02
33456;33356;4,08
33458;33426;3,85
33459;33441;3,75
33507;33443;3,86
33512;33449;3,88
33514;33456;4,19
33547;33458;3,81
33569;33459;3,89
33609;33507;4,18
33668;33512;4,04
33676;33514;4,16
33722;33547;3,82
33724;33569;3,83
33727;33609;3,94
33770;33668;3,53
33808;33676;4,17
33810;33722;4,03
33896;33724;3,64
33906;33727;3,67
33917;33770;3,96
33926;33808;3,29
34053;33810;4,09
34072;33896;4,10
34080;33906;4,11
34262;33917;4,01
34268;33926;4,10
34310;34053;3,89
34312;34072;3,89
34451;34080;4,12
34452;34262;4,17
34484;34268;4,27
34492;34310;0,00
34494;34312;0,00
34503;34451;0,00
34504;34452;0,00
34506;34484;0,00
34507;34492;0,00
34510;34494;0,00
34517;34503;0,00
34541;34504;0,00
34548;34506;3,99
34605;34507;3,82
34871;34510;4,21
34898;34517;4,09
34919;34541;4,01
35100;34548;4,32
35210;34605;3,80
35220;34871;3,21
35231;34898;4,10
35332;34919;4,41
35354;35100;3,91
35476;35210;4,13
35488;35220;4,08
35519;35231;4,30
35539;35332;4,13
35743;35354;3,96
35816;35476;3,52
35921;35488;4,11
35982;35519;3,79
36058;35539;4,11
36071;35743;4,06
36072;35816;4,05
36076;35921;3,97
36086;35982;3,91
36315;36058;4,31
36529;36071;3,97
36638;36072;4,08
37034;36076;3,68
37095;36086;4,13
37190;36315;4,00
37301;36529;4,13
37304;36638;4,24
37377;37034;4,35
37380;37095;3,97
37398;37190;3,78
37415;37301;3,87
37426;37304;3,61
37451;37377;3,53
37470;37380;4,04
37526;37398;3,87
37586;37415;4,01
37677;37426;4,08
37732;37435;3,89
37737;37451;3,99
37738;37470;3,82
37781;37526;3,61
37793;37586;3,69
37847;37677;3,88
37875;37732;3,82
38030;37737;3,97
38169;37738;4,07
38180;37781;3,92
38210;37793;4,14
38262;37847;3,50
38296;37875;3,69
38315;38030;4,05
38333;38169;3,83
38412;38180;4,22
38447;38210;4,06
38462;38262;4,21
38500;38296;3,89
38501;38315;4,16
38502;38333;3,99
38503;38412;4,00
38703;38447;3,69
38709;38462;3,93
38723;38500;3,85
38739;38501;4,39
38743;38502;4,30
38787;38503;4,04
38855;38703;4,08
38990;38709;4,12
39020;38723;4,01
39030;38739;4,00
39031;38743;4,26
39032;38787;3,91
39542;38855;4,00
39662;38990;4,34
39664;39020;4,52
39799;39030;4,08
39801;39031;3,84
39916;39032;3,90
39926;39542;3,89
39933;39662;3,63
39963;39664;3,92
39980;39799;4,10
39999;39801;4,10
40067;39916;3,67
40102;39926;3,89
40136;39933;3,75
40168;39963;3,93
40173;39980;3,85
40189;39999;3,94
40200;40067;3,87
40217;40102;4,24
40293;40136;3,96
40317;40168;4,08
40331;40173;4,16
40395;40189;3,80
40425;40200;3,88
40440;40217;3,95
40465;40293;3,92
40483;40317;3,34
40496;40331;4,16
40526;40395;3,98
40580;40425;3,30
40745;40440;4,04
40923;40465;4,16
40929;40483;4,25
41069;40496;3,96
41193;40526;3,79
41219;40580;3,88
41424;40745;4,05
41490;40923;3,85
41667;40929;4,03
41681;41069;3,72
41684;41193;4,00
41689;41219;3,86
41701;41424;3,75
41710;41490;3,83
41716;41667;3,95
41810;41681;4,13
41811;41684;4,14
41865;41689;3,57
41899;41701;3,95
41913;41710;3,69
41918;41716;4,25
41951;41810;3,93
41962;41811;3,88
41967;41865;3,98
41977;41899;4,00
42038;41913;4,24
42058;41918;3,92
42149;41951;3,71
42155;41962;3,92
42172;41967;4,22
42369;41977;4,07
42389;42038;4,42
42407;42058;4,18
42435;42149;4,25
42512;42155;4,29
42547;42172;4,31
42603;42369;4,12
42607;42389;3,83
42631;42407;4,16
42661;42435;4,27
42692;42512;4,27
42696;42547;4,23
42697;42603;4,33
42898;42607;4,30
42909;42631;4,39
42933;42661;4,25
42986;42692;4,38
43015;42696;4,14
43035;42697;3,94
43049;42898;4,01
43070;42909;4,65
43081;42933;4,22
43255;42986;4,04
43324;43015;3,64
43325;43035;3,82
43326;43049;3,93
43328;43070;3,91
43330;43081;4,09
43339;43255;4,00
43352;43324;3,79
43357;43325;3,86
43369;43326;3,96
43545;43328;4,08
43641;43330;4,07
43781;43339;3,71
43782;43352;3,81
43798;43357;3,83
43805;43369;3,70
43808;43545;4,17
43841;43641;4,27
43877;43781;3,77
43886;43782;3,85
43887;43798;3,95
43889;43805;4,13
43892;43808;3,98
43893;43841;3,82
43926;43877;3,95
43927;43886;4,05
43928;43887;3,94
43930;43889;4,10
43933;43892;4,11
43944;43893;3,82
43945;43926;3,69
44001;43927;3,89
44133;43928;3,69
44170;43930;3,93
44255;43933;4,00
44361;43944;3,77
44543;43945;3,69
44559;44001;3,95
44597;44133;3,56
44644;44170;4,07
44652;44255;4,08
44659;44361;4,16
44687;44543;4,17
44688;44559;4,13
44796;44597;4,11
44905;44644;4,17
45020;44652;3,76
45032;44659;3,84
45101;44687;4,21
45102;44688;4,21
45112;44796;4,18
45162;44905;4,02
45169;45020;4,00
45181;45032;3,88
45220;45101;3,85
45234;45102;3,69
45245;45112;4,14
45252;45162;4,24
45260;45169;4,20
45369;45181;3,70
45432;45220;3,85
45546;45234;4,22
45685;45245;3,89
45760;45252;3,89
45967;45260;3,99
45974;45369;4,50
46114;45432;4,14
46164;45546;3,83
46165;45685;3,68
46170;45760;3,95
46182;45967;4,02
46190;45974;3,83
46199;46114;4,34
46201;46164;4,40
46227;46165;4,14
46292;46170;4,63
46306;46182;4,28
46349;46190;3,76
46460;46199;3,77
46544;46201;3,80
46601;46227;4,60
46654;46292;4,39
46661;46306;3,95
46674;46349;3,95
46676;46460;4,02
46677;46544;4,22
46755;46601;3,45
46777;46654;3,73
46787;46661;3,83
46799;46674;3,77
46815;46676;3,99
46945;46677;4,10
47021;46755;3,81
47076;46777;3,79
47281;46787;4,11
47304;46799;4,09
47345;46815;3,55
47401;46945;3,95
47558;47021;4,23
47624;47076;4,29
47730;47281;4,28
47780;47304;4,10
47881;47345;3,98
47922;47401;3,57
47944;47558;3,73
47989;47624;0,00
47994;47730;0,00
48019;47780;4,11
48132;47881;4,27
48183;47922;3,93
48304;47944;4,08
48318;47989;4,16
48328;47994;3,89
48464;48019;4,24
48467;48132;3,88
48697;48183;3,94
48757;48304;4,01
48834;48318;4,17
48855;48328;4,10
48862;48464;3,72
48974;48467;3,74
49158;48697;4,06
49176;48757;3,81
49195;48834;3,72
49221;48855;4,26
49234;48862;4,04
49245;48974;4,11
49250;49158;4,25
49251;49176;4,19
49322;49195;3,88
49350;49221;0,00
49353;49234;0,00
49436;49245;3,64
49455;49250;4,15
49465;49251;4,12
49540;49322;4,07
49552;49350;3,96
49628;49353;4,01
49750;49436;3,63
50001;49455;4,17
50027;49465;0,00
50033;49540;4,08
50039;49552;3,67
50051;49628;3,95
50140;49750;3,86
50144;50001;3,83
50275;50027;3,94
50398;50033;3,80
50453;50039;3,93
50618;50051;3,89
50695;50140;3,54
50798;50144;3,80
50833;50275;3,70
50937;50398;3,92
51070;50453;3,85
51078;50618;4,08
51113;50695;4,12
51114;50798;3,94
51299;50833;4,04
51362;50937;4,05
51364;51070;3,91
51370;51078;4,01
51428;51113;3,98
51497;51114;3,94
51504;51299;4,01
51606;51362;4,16
51715;51364;4,11
51738;51370;4,06
51740;51428;3,94
51799;51497;3,86
51893;51504;4,05
51985;51606;3,96
52258;51715;3,93
52309;51738;3,83
52318;51740;4,22
52350;51799;3,71
52357;51893;3,42
52367;51985;3,21
52372;52258;3,84
52397;52309;4,14
52415;52318;4,02
52588;52350;3,88
52635;52357;4,02
52640;52367;4,13
52872;52372;3,89
52873;52397;4,09
53022;52415;4,25
53061;52588;3,73
53064;52635;3,87
53200;52640;4,09
53343;52823;4,23
53413;52872;4,25
53447;52873;4,04
53498;53022;4,01
53580;53061;4,22
53625;53064;3,98
53639;53200;4,10
53645;53343;4,05
53764;53413;4,35
53809;53447;3,41
53817;53498;4,21
53834;53580;4,18
53835;53625;3,93
53926;53639;4,04
53969;53645;4,22
54120;53764;3,84
54270;53809;3,13
54479;53817;3,90
54492;53834;3,87
54499;53835;3,97
54529;53926;3,88
54539;53969;3,60
54620;54120;3,70
54666;54270;3,83
54984;54479;4,05
55018;54492;4,17
55022;54499;3,98
55030;54529;4,35
55095;54539;4,04
55352;54620;4,11
55354;54666;4,12
55398;54984;4,32
55399;55018;3,85
55403;55022;4,28
56034;55030;3,85
56066;55095;4,05
56073;55352;3,75
56157;55354;3,71
56353;55398;4,01
56373;55399;4,00
56452;55403;3,95
56454;56034;3,92
56466;56066;4,10
56480;56073;4,15
56495;56157;3,90
56594;56353;4,32
56616;56373;4,12
56627;56405;3,82
56674;56452;3,98
56728;56454;4,45
56759;56466;3,80
56842;56480;3,96
56912;56495;3,81
56913;56594;4,19
56919;56616;4,19
57605;56627;4,06
57727;56674;4,20
57736;56728;3,96
57854;56759;4,31
57913;56842;4,00
58027;56912;3,97
58033;56913;4,41
58098;56919;4,27
58314;57605;3,78
58696;57727;3,96
58728;57736;4,23
58889;57854;3,99
58922;57913;4,14
58962;58027;0,00
59091;58033;3,73
59145;58098;3,82
59151;58314;4,28
59219;58696;4,12
59263;58728;4,09
59264;58889;4,24
59715;58922;4,73
59716;58962;3,76
59780;59091;4,20
59810;59145;4,22
59829;59151;4,19
59836;59219;3,91
59882;59263;3,93
59889;59264;4,04
59924;59715;4,09
59952;59716;3,93
59960;59780;4,25
59969;59810;4,16
59978;59829;4,22
59980;59836;4,23
60057;59882;3,92
60080;59889;3,78
60142;59924;4,09
60177;59952;3,97
60211;59960;3,80
60229;59969;4,25
60400;59978;4,20
60510;59980;4,16
60551;60057;4,28
60792;60080;3,90
60931;60142;4,18
60932;60177;4,21
60935;60211;4,06
60937;60229;4,05
61115;60400;3,97
61179;60510;3,96
61266;60551;4,19
61329;60792;4,00
61535;60931;4,11
61539;60932;3,98
61549;60935;3,95
61663;60937;4,32
61666;61115;4,11
61672;61179;3,62
61794;61266;3,49
61899;61329;4,43
61905;61535;4,31
61909;61539;4,32
61942;61549;4,22
61975;61663;4,10
62032;61666;4,20
62103;61672;4,29
62111;61794;3,92
62212;61899;3,76
62446;61905;3,84
62571;61909;3,98
63032;61942;4,20
63461;61975;4,15
63689;62032;3,91
63832;62103;4,00
64023;62111;4,18
64081;62212;4,07
64222;62446;0,00
64401;62571;4,03
64481;63032;3,83
64666;63461;4,18
64732;63689;3,86
64794;63832;4,02
64865;64023;3,83
64895;64081;3,92
64948;64222;3,90
65070;64401;4,06
65091;64481;3,81
65110;64666;4,02
65111;64732;3,99
65112;64794;3,99
65113;64865;4,28
65118;64895;3,95
65119;64948;3,83
65336;65070;4,15
65497;65091;4,22
65840;65110;4,04
65948;65111;4,00
66354;65112;4,10
66470;65113;3,89
66559;65118;3,92
66692;65119;0,00
66857;65217;3,98
66933;65336;4,16
67035;65497;4,01
67238;65840;4,21
67657;65948;4,00
67863;66354;4,25
67920;66470;3,99
67931;66559;4,12
68099;66692;3,81
68143;66857;3,80
68210;66933;3,84
68396;67035;0,00
68418;67238;0,00
68427;67657;4,17
68428;67863;4,43
68452;67920;4,28
68453;67931;4,32
68458;68099;4,23
68483;68143;4,28
68487;68210;4,21
68488;68396;4,29
68496;68418;3,81
68520;68427;4,27
68591;68428;3,46
68783;68452;3,90
68811;68453;4,29
68984;68458;4,12
68985;68483;4,03
69242;68487;3,97
69392;68488;4,00
69477;68496;3,64
69571;68520;3,95
70287;68591;4,09
70401;68783;3,64
70420;68811;3,79
70509;68984;3,29
70539;68985;3,89
70561;69242;4,15
71252;69392;4,59
71292;69477;4,18
71332;69571;3,82
71458;70287;3,72
71622;70401;3,75
71728;70420;3,80
71867;70509;4,21
71869;70539;4,18
71870;70561;4,11
71984;71252;4,28
72003;71292;4,29
72159;71332;4,07
72223;71458;4,04
72536;71622;3,75
72623;71728;4,04
72657;71867;4,25
72929;71869;3,73
73051;71870;4,05
73086;71984;4,21
73184;72003;4,13
73186;72159;4,10
73297;72223;4,14
73385;72536;4,23
73860;72623;4,13
73864;72657;3,87
73906;72929;3,98
73945;73051;4,15
73960;73086;3,71
73965;73184;4,04
73968;73186;3,60
74034;73297;4,14
74169;73385;4,43
74256;73860;4,13
74462;73864;3,63
74532;73906;4,02
74731;73945;3,82
74812;73960;3,84
74862;73965;4,11
74997;73968;4,03
74998;74034;4,29
75020;74169;3,90
75162;74256;3,95
76104;74462;4,40
76171;74532;3,95
76248;74731;4,40
76334;74812;4,02
76401;74862;4,21
76527;74997;3,74
76620;74998;4,05
76658;75020;4,13
76664;75162;3,93
76679;76104;4,13
76778;76171;4,12
76867;76248;0,00
76889;76334;4,32
77013;76401;3,72
77142;76527;3,80
77163;76620;4,07
77203;76658;4,26
77262;76664;4,05
77270;76679;3,94
77276;76778;4,13
77281;76867;4,42
77295;76889;4,18
77298;77013;3,90
77366;77142;4,21
77368;77163;3,79
77390;77203;4,21
77391;77262;4,05
77392;77270;4,21
77394;77276;4,12
77395;77281;4,00
77430;77295;4,10
77477;77298;3,56
77554;77366;3,84
77565;77368;4,18
77699;77390;3,82
77727;77391;4,61
77773;77392;4,13
77995;77394;3,94
78250;77395;3,94
78427;77430;4,29
78508;77477;4,16
78629;77554;4,34
78728;77565;3,76
78876;77699;0,00
78950;77727;3,84
78960;77773;3,92
78970;77995;3,90
78972;78250;3,72
78976;78427;3,85
78983;78508;4,27
78987;78629;3,92
79016;78728;3,87
79121;78876;4,22
79257;78950;4,31
79421;78960;4,33
79422;78970;4,22
79426;78972;4,25
79428;78976;4,07
79649;78983;3,92
79705;78987;3,97
79790;79016;3,96
79879;79121;4,18
79885;79257;0,00
80176;79421;3,84
80449;79422;4,10
80534;79426;3,90
80536;79428;3,76
80566;79649;3,53
80568;79705;4,15
80570;79790;3,50
80616;79879;3,97
80642;79885;3,92
80660;80176;4,07
80670;80449;3,94
80834;80534;3,93
80890;80536;4,13
81176;80566;3,40
81227;80568;4,20
81524;80570;3,71
81779;80616;4,01
81922;80642;4,05
81939;80660;4,25
81948;80670;3,98
81959;80834;4,29
82192;80890;4,12
82356;81176;3,74
82397;81227;3,76
82434;81524;3,97
82436;81779;3,85
82553;81922;4,15
82747;81939;3,73
82748;81948;3,69
82817;81959;3,95
82970;82192;3,77
83083;82356;3,95
83143;82397;4,30
83346;82434;4,06
83369;82436;4,14
83539;82553;3,89
83674;82747;3,51
84052;82748;3,62
84054;82817;3,65
84136;82970;4,17
84140;83083;4,25
84151;83143;4,36
84525;83346;3,94
84552;83369;4,03
84699;83539;3,80
84785;83674;0,00
84786;84052;3,95
84839;84054;4,18
84847;84136;4,03
84981;84140;3,85
85301;84151;4,11
85306;84525;3,94
85321;84552;3,97
85379;84699;4,11
85392;84785;4,30
85418;84786;4,00
85425;84839;3,90
85431;84847;4,11
85437;84981;3,86
85443;85301;4,28
85448;85306;4,13
85459;85321;3,98
85622;85379;3,84
85679;85392;3,66
85733;85418;3,81
85958;85425;3,97
85987;85431;3,93
85990;85437;4,01
85993;85443;3,67
86147;85448;3,74
86424;85459;3,76
86643;85622;3,95
86655;85679;3,43
86658;85733;3,59
86663;85958;4,13
86737;85987;3,90
86856;85990;3,97
87220;85993;3,72
87264;86147;4,23
87280;86424;4,17
87346;86643;3,68
87424;86655;3,67
87425;86658;4,20
87632;86663;3,94
87640;86737;4,01
87665;86856;4,23
88061;87220;3,81
88071;87264;4,03
88072;87280;3,91
88077;87346;4,14
88442;87424;4,04
88514;87425;3,79
88815;87632;3,67
89184;87640;4,01
89187;87665;3,97
89190;88061;4,13
89195;88071;4,15
89284;88072;3,64
89369;88077;3,81
89370;88442;4,15
89375;88514;3,91
89399;88815;3,86
89691;89184;3,56
89716;89187;3,83
89717;89190;3,89
89723;89195;4,06
89724;89284;4,05
89731;89369;3,90
89755;89370;3,61
89763;89375;3,91
89788;89399;3,67
89959;89691;4,54
90072;89716;4,44
90078;89717;3,82
90192;89723;3,45
90420;89724;4,30
90475;89731;3,53
91201;89755;4,00
91203;89763;4,48
91244;89788;3,97
91253;89959;4,08
91357;90072;4,04
91474;90078;4,41
91475;90192;4,41
91476;90420;4,18
91478;90475;4,30
91479;91201;4,32
91571;91203;3,67
91714;91244;4,05
91760;91253;3,88
91767;91357;3,94
91953;91474;3,66
92057;91475;4,29
92121;91476;4,10
92143;91478;4,42
92160;91479;4,06
92163;91571;4,07
92250;91714;4,27
92254;91760;4,26
92303;91767;4,17
92308;91953;4,26
92364;92057;4,16
92371;92121;3,78
92373;92143;3,64
92375;92160;3,83
92517;92163;3,67
92780;92250;3,92
92855;92254;3,94
93000;92303;4,32
93007;92308;4,05
93101;92364;4,06
93157;92371;3,80
93261;92373;3,74
93263;92375;3,96
93269;92517;3,96
93276;92780;4,10
93426;92855;4,01
93436;93000;3,79
93453;93007;3,84
93575;93101;4,26
93724;93157;4,26
93728;93261;3,76
93801;93263;4,14
93947;93269;3,89
93981;93276;3,81
94064;93426;3,85
94299;93436;4,14
94319;93453;4,11
94486;93575;4,05
94578;93724;4,26
94669;93728;3,48
94672;93801;3,99
94798;93947;4,15
94799;93981;4,17
94803;94064;4,21
94804;94299;4,24
94807;94319;0,00
95144;94486;4,06
95395;94578;4,25
95420;94669;4,13
95431;94672;4,16
95602;94798;4,76
95608;94799;4,07
95617;94803;4,60
95619;94804;4,11
95622;94807;4,06
95643;95144;3,88
95658;95395;3,73
95659;95420;3,79
95660;95431;3,84
95693;95602;4,23
95707;95608;4,00
95708;95617;3,88
95747;95619;4,26
95784;95622;4,08
95819;95643;4,23
95887;95658;3,84
96123;95659;4,17
96358;95660;4,36
96472;95693;3,65
96593;95707;4,26
96647;95708;4,10
96884;95747;4,12
97084;95784;3,83
97390;95819;4,13
97632;95887;3,46
97782;96123;3,45
97860;96358;4,17
98233;96472;3,94
98250;96593;4,05
98413;96647;4,21
98427;96884;4,07
98573;97084;4,24
98685;97390;4,16
98687;97632;4,13
98807;97782;4,01
98920;97860;3,79
99110;98233;4,49
99208;98250;4,08
99296;98413;4,19
99297;98427;3,63
99298;98573;4,66
99300;98685;4,02
99315;98687;3,95
99329;98807;3,73
99383;98920;4,33
99561;99110;4,09
99713;99208;4,16
99894;99296;4,05
99955;99297;4,12
100322;99298;4,48
100365;99300;4,06
100464;99315;3,94
100924;99329;3,97
101094;99383;3,73
101249;99561;4,21
101255;99713;4,48
101911;99894;3,36
102030;99955;4,43
102439;100322;3,76
102458;100365;4,11
102459;100464;4,20
102461;100924;4,21
102733;101094;3,82
102868;101249;4,15
102920;101255;3,98
102955;101911;4,33
102958;102030;4,33
103159;102439;4,15
103610;102458;3,92
103983;102459;4,06
104089;102461;4,12
104101;102733;4,27
104189;102868;4,21
104219;102920;3,96
104378;102955;3,86
104734;102958;3,86
104837;103159;3,67
105189;103610;3,73
105548;103983;3,99
105549;104089;4,31
105551;104101;4,04
105552;104189;4,11
105576;104219;3,43
105578;104378;2,47
105703;104734;3,88
105973;104837;3,97
105992;105189;4,00
105999;105548;3,70
106069;105549;4,29
106076;105551;4,11
106085;105552;3,91
106129;105576;3,89
106134;105578;4,16
106393;105703;4,47
106590;105973;4,17
106646;105992;3,59
106648;105999;3,68
106835;106069;4,27
106882;106076;3,48
107007;106085;3,94
107017;106129;4,10
107021;106134;4,25
107032;106393;4,05
107291;106590;3,87
107301;106646;4,12
107770;106648;4,26
107772;106835;4,22
107774;106882;4,22
107778;107007;4,18
107779;107017;4,26
107781;107021;4,17
108229;107032;4,07
109499;107291;4,10
109509;107301;3,64
109515;107770;4,25
109520;107772;3,96
110090;107774;3,80
110331;107778;4,05
110387;107779;3,93
110444;107781;3,79
110737;108229;4,20
110763;109499;3,93
110871;109509;3,71
110890;109515;4,38
111126;109520;4,06
111180;110090;3,93
111222;110331;4,05
111306;110387;4,02
111450;110444;3,85
112200;110737;4,16
112204;110763;4,21
112517;110871;3,72
112518;110890;3,76
112520;111126;3,66
112750;111180;4,14
112803;111222;4,07
112872;111306;4,23
113091;111450;3,92
113138;112200;4,06
113429;112204;3,81
113435;112517;3,82
113441;112518;3,78
113576;112520;4,14
113946;112750;4,36
114128;112803;3,97
114143;112872;3,89
114144;113091;4,07
114145;113138;4,21
114159;113429;4,11
114203;113435;3,99
114230;113441;3,90
114308;113576;4,13
114683;113946;3,83
114701;114128;4,04
114954;114143;4,04
114982;114144;3,75
115076;114145;3,69
115130;114159;3,61
115476;114203;3,81
116012;114230;4,02
116020;114308;3,96
116114;114683;4,09
116236;114701;4,09
116296;114954;0,00
116343;114982;4,23
116356;115076;3,89
116494;115130;3,89
116982;115476;4,19
117047;116012;4,08
117251;116020;4,12
117835;116114;4,23
118389;116236;4,32
118944;116296;3,88
119073;116343;4,11
119239;116356;4,05
119382;116494;3,73
119389;116982;3,82
119760;117047;3,97
119829;117251;4,40
120230;117835;4,16
120231;118389;4,26
120253;118944;3,88
120461;119073;4,20
120840;119239;4,22
121127;119382;4,11
121581;119389;4,15
121715;119760;4,41
121732;119829;4,14
121927;120230;3,81
122125;120231;4,13
122211;120253;4,21
122212;120461;3,94
122574;120840;3,86
122649;121127;3,90
122756;121581;3,39
122781;121715;4,02
123063;121732;3,72
123106;121927;3,83
123543;122125;3,86
123632;122211;4,18
123845;122212;4,14
123933;122574;4,13
124272;122649;3,81
124509;122756;3,73
124524;122781;4,23
124918;122967;3,92
125404;123063;3,89
125502;123106;4,02
125507;123543;4,29
125564;123632;3,80
125955;123845;4,30
125958;123933;3,80
125963;124272;4,08
126061;124509;3,87
126066;124524;4,00
126151;124918;4,15
126185;125404;3,56
126232;125502;3,96
126381;125507;4,11
126507;125564;0,00
126583;125955;3,83
126609;125958;3,72
127249;125963;3,84
127451;126061;4,12
127515;126066;3,88
127586;126151;4,17
127970;126185;3,90
128029;126232;4,34
128048;126381;4,11
128066;126507;4,24
128092;126583;3,58
128711;126609;3,65
128940;127249;3,78
129117;127451;3,88
129237;127515;3,91
129327;127586;4,20
129565;127970;4,31
129603;128029;4,14
129617;128048;4,30
129619;128066;4,25
129645;128092;3,38
129798;128711;3,57
129947;128940;4,09
129984;129117;3,64
130119;129237;3,90
130260;129327;3,88
130440;129565;4,03
130580;129603;4,06
131123;129617;3,97
131304;129619;4,14
131359;129645;4,06
131830;129798;4,32
132152;129947;4,39
132391;129984;4,02
132609;130119;4,05
132626;130260;4,14
133266;130440;3,90
133394;130580;3,94
133430;131123;4,21
133445;131304;3,67
133486;131359;4,25
133488;131830;4,03
133518;132152;4,12
133526;132391;4,18
133729;132609;4,06
133767;132626;3,96
133906;132900;4,32
133954;133266;3,67
134353;133394;3,70
134360;133430;4,00
135611;133445;3,79
136081;133486;3,84
136116;133488;4,06
136167;133518;3,89
136251;133526;4,61
136642;133729;3,97
136782;133767;3,97
136977;133906;4,30
137098;133954;3,74
137791;134353;3,79
137792;134360;3,60
137894;135611;4,11
138069;136081;4,15
138134;136116;4,24
138269;136167;4,05
138396;136251;4,25
138398;136642;4,30
138684;136782;4,28
138959;136977;3,88
139069;137098;4,36
139087;137791;3,70
139253;137792;3,57
139254;137894;3,87
139417;138069;4,01
139463;138134;3,86
139569;138269;4,27
139855;138396;4,31
140302;138398;4,07
140671;138684;3,96
140963;138959;3,84
140974;139069;3,90
141019;139087;4,18
141077;139253;3,90
141372;139254;3,98
141526;139417;3,68
141565;139463;3,86
141828;139569;4,02
141935;139855;4,25
142080;140302;4,29
142108;140671;3,94
142292;140963;3,86
142395;140974;4,20
142545;141019;3,94
142900;141077;4,02
143513;141372;3,76
143534;141526;4,07
143761;141565;4,11
144349;141828;4,28
144350;141935;4,32
144792;142080;4,04
144800;142108;3,87
144974;142292;4,29
144977;142395;3,93
146064;142545;3,97
146274;142900;4,12
147074;143513;4,34
147602;143534;4,09
147732;143761;4,26
147865;144349;3,95
147915;144350;4,56
147941;144792;3,99
148337;144800;4,12
148821;144974;3,84
149049;144977;3,96
149196;146064;3,95
149267;146274;4,34
149572;147074;4,10
149621;147602;3,95
149847;147732;4,29
150037;147865;3,94
150720;147915;4,01
150739;147941;4,14
151370;148337;4,01
152380;148821;4,05
152519;149049;4,08
152662;149196;4,10
152695;149267;4,00
153007;149572;4,19
153008;149621;4,04
153025;149847;3,82
153136;150037;4,20
153193;150720;3,93
153492;150739;3,60
153540;151370;4,29
153542;152380;4,20
153747;152519;0,00
153779;152662;4,26
153781;152695;3,98
153782;153007;4,16
153784;153008;4,24
153792;153025;4,05
153795;153136;4,27
153800;153193;4,30
154091;153492;3,97
154423;153540;3,85
154798;153542;4,17
155106;153747;4,27
155370;153779;4,01
155712;153781;4,13
155981;153782;4,20
156427;153784;4,09
156529;153792;4,21
156530;153795;4,22
156532;153800;4,27
156533;154091;4,27
156534;154423;4,12
156538;154798;4,13
157055;155106;3,98
157076;155370;3,91
157993;155712;4,28
158119;155981;3,84
158141;156427;4,14
158516;156529;4,42
158944;156530;4,10
159177;156532;4,10
159178;156533;4,19
159418;156534;3,70
159582;156538;3,99
159760;157055;3,86
160149;157076;4,25
160194;157993;4,18
160251;158119;3,90
160629;158141;4,21
160830;158516;3,88
160848;158944;3,71
160988;159177;4,19
161099;159178;4,28
161275;159418;4,14
161415;159582;4,25
161426;159760;3,58
161656;160149;3,89
161846;160194;3,93
161887;160251;4,14
162085;160629;3,90
162086;160830;3,89
162089;160848;3,96
162823;160988;4,20
162898;161099;3,76
163363;161275;4,28
163465;161415;3,83
163977;161426;3,82
164154;161656;3,97
164323;161846;3,81
164531;161887;3,99
164542;162085;4,15
164723;162086;3,87
164836;162089;4,12
165030;162823;3,91
165053;162898;4,01
165395;163363;3,88
166562;163465;3,82
166997;163977;4,28
167216;164154;3,73
168668;164323;3,98
168814;164531;4,00
169487;164542;3,62
169718;164723;3,64
169756;164836;3,54
169871;165030;4,19
169875;165053;4,25
169879;165395;4,20
170529;166562;3,83
170548;166997;3,95
170618;167216;3,85
170619;168668;3,94
170641;168814;3,81
170650;169487;3,89
170651;169718;3,91
171001;169756;3,90
171020;169848;4,22
171102;169871;3,99
171201;169875;4,20
171547;169879;4,11
171624;170529;3,94
172327;170548;4,01
172732;170618;3,79
173526;170619;4,23
173572;170641;4,22
173673;170650;4,17
174403;170651;3,72
174703;171001;3,75
174834;171020;4,35
174879;171102;4,11
175004;171201;4,11
175078;171547;4,16
175113;171624;4,38
175319;172327;3,98
175510;172732;4,39
175675;173526;3,88
175983;173572;4,39
176326;173673;4,27
176327;174403;4,01
176839;174703;4,01
